day_of_week,hour_sin,hour_cos,month_sin,month_cos,is_weekend,quarter,lat,long,label
0.71428571,-0.58778525,0.80901699,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.57714519,0.81664156,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.56999676,0.82164694,0.86602540,0.50000000,0.00000000,0.25000000,32.04948000,34.80651520,4
0.71428571,-0.56640624,0.82412619,0.86602540,0.50000000,0.00000000,0.25000000,32.04948000,34.80651520,4
0.71428571,-0.55919290,0.82903757,0.86602540,0.50000000,0.00000000,0.25000000,32.04948000,34.80651520,4
0.71428571,-0.54829323,0.83628616,0.86602540,0.50000000,0.00000000,0.25000000,32.04948000,34.80651520,4
0.71428571,-0.54463904,0.83867057,0.86602540,0.50000000,0.00000000,0.25000000,32.04948000,34.80651520,4
0.71428571,-0.53729961,0.84339145,0.86602540,0.50000000,0.00000000,0.25000000,32.04948000,34.80651520,4
0.71428571,-0.53361452,0.84572782,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.51877326,0.85491187,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.51877326,0.85491187,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.50753836,0.86162916,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.50000000,0.86602540,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.49621650,0.86819881,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.49242356,0.87035570,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.48098877,0.87672676,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.47715876,0.87881711,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.46561452,0.88498764,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.46174861,0.88701083,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.45787392,0.88901714,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.45009844,0.89297894,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.44228869,0.89687274,0.86602540,0.50000000,0.00000000,0.25000000,32.04946380,34.80650470,4
0.71428571,-0.43837115,0.89879405,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.42261826,0.90630779,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.41071885,0.91176204,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
0.71428571,-0.39874907,0.91706007,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
0.71428571,-0.39474386,0.91879121,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
0.71428571,-0.39073113,0.92050485,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
